Año;Trimestre;Provincia;ADSL;Cablemodem;Fibra Optica;Wireless;Otras Tecnologías;Hasta 512 kbps;+ 512 Kbps - 1 Mbps;+ 1 Mbps - 6 Mbps;+ 6 Mbps - 10 Mbps;+ 10 Mbps - 20 Mbps;+ 20 Mbps - 30 Mbps;+ 30 Mbps;Otras velocidades;Banda Ancha Fija;Dial Up;Accesos cada 100 Hogares;Accesos cada 100 Habitantes;Mbps (Media de bajada)
2019;3;Córdoba;307780;399231;30064;37277;8701;83,0;5824,0;240151,0;106651,0;118486,0;146247,0;157546,0;7353,0;782946;107;68,59;21,0;23,19
2019;3;Córdoba;307780;399231;30064;37277;8701;83,0;5824,0;240151,0;106651,0;118486,0;146247,0;157546,0;7353,0;782946;107;68,59;21,0;23,19
2019;3;Corrientes;53344;50230;1888;2458;4839;10,0;597,0;42231,0;29628,0;10348,0;10388,0;12674,0;4780,0;112749;10;38,49;10,13;16,7
2019;3;Corrientes;53344;50230;1888;2458;4839;10,0;597,0;42231,0;29628,0;10348,0;10388,0;12674,0;4780,0;112749;10;38,49;10,13;16,7
2019;3;Entre Ríos;94947;96305;12888;18530;15432;19,0;4446,0;99656,0;56161,0;17064,0;21216,0;22645,0;15107,0;238057;45;57,9;17,31;14,7
2019;3;Entre Ríos;94947;96305;12888;18530;15432;19,0;4446,0;99656,0;56161,0;17064,0;21216,0;22645,0;15107,0;238057;45;57,9;17,31;14,7
2019;3;Formosa;21777;8359;1476;14292;162;1110,0;349,0;24943,0;6049,0;7117,0;2262,0;4443,0;100,0;46066;0;30,11;7,66;13,22
2019;3;Formosa;21777;8359;1476;14292;162;1110,0;349,0;24943,0;6049,0;7117,0;2262,0;4443,0;100,0;46066;0;30,11;7,66;13,22
2019;3;Jujuy;33110;35742;274;812;16638;27,0;885,0;31722,0;9240,0;26835,0;56,0;3671,0;16545,0;86575;1;44,32;11,33;11,97
2019;3;Jujuy;33110;35742;274;812;16638;27,0;885,0;31722,0;9240,0;26835,0;56,0;3671,0;16545,0;86575;1;44,32;11,33;11,97
2019;3;La Pampa;19469;52941;4994;11462;1962;237,0;3289,0;75849,0;5922,0;1611,0;1359,0;941,0;1618,0;90559;269;77,45;25,52;5,72
2019;3;La Pampa;19469;52941;4994;11462;1962;237,0;3289,0;75849,0;5922,0;1611,0;1359,0;941,0;1618,0;90559;269;77,45;25,52;5,72
2019;3;La Rioja;14390;34984;11;251;41;9,0;10,0;38657,0;4786,0;4887,0;22,0;1307,0;0,0;49659;18;47,94;12,76;8,0
2019;3;La Rioja;14390;34984;11;251;41;9,0;10,0;38657,0;4786,0;4887,0;22,0;1307,0;0,0;49659;18;47,94;12,76;8,0
2019;3;Mendoza;148640;54312;6865;12975;1545;21,0;1269,0;206821,0;2958,0;10093,0;1263,0;349,0;0,0;223015;1322;40,74;11,37;6,11
2019;3;Mendoza;148640;54312;6865;12975;1545;21,0;1269,0;206821,0;2958,0;10093,0;1263,0;349,0;0,0;223015;1322;40,74;11,37;6,11
2019;3;Misiones;54493;65872;829;419;12270;47,0;1928,0;43530,0;29375,0;11256,0;16107,0;16650,0;12206,0;133883;0;39,33;10,71;17,93
2019;3;Misiones;54493;65872;829;419;12270;47,0;1928,0;43530,0;29375,0;11256,0;16107,0;16650,0;12206,0;133883;0;39,33;10,71;17,93
2019;3;Neuquén;43347;60484;5560;13512;2518;45,0;2258,0;62909,0;4586,0;9597,0;16923,0;28458,0;122,0;123435;1986;64,14;19,09;23,75
2019;3;Neuquén;43347;60484;5560;13512;2518;45,0;2258,0;62909,0;4586,0;9597,0;16923,0;28458,0;122,0;123435;1986;64,14;19,09;23,75
2019;3;Río Negro;67478;37425;9739;10806;18847;47,0;1234,0;87435,0;2348,0;9779,0;10176,0;15505,0;17719,0;143391;904;63,42;19,51;15,98
2019;3;Río Negro;67478;37425;9739;10806;18847;47,0;1234,0;87435,0;2348,0;9779,0;10176,0;15505,0;17719,0;143391;904;63,42;19,51;15,98
2019;3;Salta;65799;74329;733;1580;9394;49,0;900,0;43160,0;62230,0;14309,0;11418,0;12357,0;7515,0;151834;1;44,48;10,77;14,75
2019;3;Salta;65799;74329;733;1580;9394;49,0;900,0;43160,0;62230,0;14309,0;11418,0;12357,0;7515,0;151834;1;44,48;10,77;14,75
2019;3;San Juan;51670;7425;1227;7241;5535;22,0;171,0;68315,0;2245,0;1267,0;41,0;128,0;4779,0;72535;563;37,06;9,44;6,04
2019;3;San Juan;51670;7425;1227;7241;5535;22,0;171,0;68315,0;2245,0;1267,0;41,0;128,0;4779,0;72535;563;37,06;9,44;6,04
2019;3;San Luis;13037;10561;350;62286;36466;57,0;100,0;18643,0;5113,0;467,0;62242,0;5,0;36075,0;122409;291;85,23;24,39;19,74
2019;3;San Luis;13037;10561;350;62286;36466;57,0;100,0;18643,0;5113,0;467,0;62242,0;5,0;36075,0;122409;291;85,23;24,39;19,74
2019;3;Santa Cruz;10663;17056;969;6544;2738;28,0;84,0;31612,0;4472,0;1203,0;27,0;4,0;0,0;37642;328;35,63;10,6;5,02
2019;3;Santa Cruz;10663;17056;969;6544;2738;28,0;84,0;31612,0;4472,0;1203,0;27,0;4,0;0,0;37642;328;35,63;10,6;5,02
2019;3;Santa Fe;319396;377171;18690;24269;21408;640,0;8184,0;242454,0;193286,0;107068,0;84325,0;97082,0;19537,0;760706;228;68,87;21,66;18,17
2019;3;Santa Fe;319396;377171;18690;24269;21408;640,0;8184,0;242454,0;193286,0;107068,0;84325,0;97082,0;19537,0;760706;228;68,87;21,66;18,17
2019;3;Santiago Del Estero;24556;71198;219;2759;34400;39,0;1832,0;35554,0;55172,0;3612,0;86,0;1836,0;34501,0;133130;2;55,3;13,73;9,39
2019;3;Santiago Del Estero;24556;71198;219;2759;34400;39,0;1832,0;35554,0;55172,0;3612,0;86,0;1836,0;34501,0;133130;2;55,3;13,73;9,39
2019;3;Tierra Del Fuego;19790;26659;651;0;1487;6,0;14,0;32133,0;4692,0;1756,0;82,0;226,0;9648,0;48043;544;96,46;28,6;6,69
2019;3;Tierra Del Fuego;19790;26659;651;0;1487;6,0;14,0;32133,0;4692,0;1756,0;82,0;226,0;9648,0;48043;544;96,46;28,6;6,69
2019;3;Tucumán;150918;12089;116;684;324;16,0;110,0;71043,0;47693,0;24354,0;843,0;20385,0;0,0;164099;32;39,49;9,78;19,32
2019;3;Tucumán;150918;12089;116;684;324;16,0;110,0;71043,0;47693,0;24354,0;843,0;20385,0;0,0;164099;32;39,49;9,78;19,32
2019;2;Buenos Aires;1284658;2079900;382971;75240;32929;199768,0;46852,0;1436259,0;217785,0;438663,0;502275,0;985767,0;43438,0;3845594;10104;67,85;22,22;22,48
2019;2;Buenos Aires;1284658;2079900;382971;75240;32929;199768,0;46852,0;1436259,0;217785,0;438663,0;502275,0;985767,0;43438,0;3845594;10104;67,85;22,22;22,48
2019;2;Capital Federal;309937;1061358;36082;3962;4281;74,0;1027,0;281370,0;124087,0;239691,0;296155,0;475991,0;0,0;1412177;3443;110,55;46,09;30,35
2019;2;Capital Federal;309937;1061358;36082;3962;4281;74,0;1027,0;281370,0;124087,0;239691,0;296155,0;475991,0;0,0;1412177;3443;110,55;46,09;30,35
2019;2;Catamarca;25682;5543;13;146;2251;34,0;43,0;16631,0;8670,0;6049,0;34,0;10,0;2151,0;33626;9;32,13;8,17;8,81
2019;2;Catamarca;25682;5543;13;146;2251;34,0;43,0;16631,0;8670,0;6049,0;34,0;10,0;2151,0;33626;9;32,13;8,17;8,81
2019;2;Chaco;50765;47448;4203;4727;1591;69,0;1383,0;38488,0;26431,0;16789,0;15348,0;9904,0;1492,0;108721;13;34,14;9,13;16,01
2019;2;Chaco;50765;47448;4203;4727;1591;69,0;1383,0;38488,0;26431,0;16789,0;15348,0;9904,0;1492,0;108721;13;34,14;9,13;16,01
2019;2;Chubut;37313;26338;1917;14443;7545;66,0;3952,0;69032,0;10049,0;1495,0;74,0;165,0;4500,0;86038;1518;46,99;14,4;6,05
2019;2;Chubut;37313;26338;1917;14443;7545;66,0;3952,0;69032,0;10049,0;1495,0;74,0;165,0;4500,0;86038;1518;46,99;14,4;6,05
2019;2;Córdoba;314768;388254;23023;33847;15236;81,0;8165,0;248427,0;100512,0;157458,0;170159,0;76053,0;8938,0;775023;105;68,07;20,84;18,43
2019;2;Córdoba;314768;388254;23023;33847;15236;81,0;8165,0;248427,0;100512,0;157458,0;170159,0;76053,0;8938,0;775023;105;68,07;20,84;18,43
2019;2;Corrientes;53835;47431;1701;2444;6138;10,0;3012,0;40424,0;27774,0;13114,0;11928,0;7119,0;6080,0;111539;10;38,16;10,05;13,83
2019;2;Corrientes;53835;47431;1701;2444;6138;10,0;3012,0;40424,0;27774,0;13114,0;11928,0;7119,0;6080,0;111539;10;38,16;10,05;13,83
2019;2;Entre Ríos;97081;91081;12764;17369;17529;18,0;5905,0;100687,0;52316,0;23196,0;24221,0;10664,0;17206,0;235780;44;57,48;17,19;12,19
2019;2;Entre Ríos;97081;91081;12764;17369;17529;18,0;5905,0;100687,0;52316,0;23196,0;24221,0;10664,0;17206,0;235780;44;57,48;17,19;12,19
2019;2;Formosa;21916;8686;1382;14292;162;1110,0;349,0;26512,0;5399,0;8384,0;2639,0;2258,0;100,0;46438;0;30,42;7,74;10,84
2019;2;Formosa;21916;8686;1382;14292;162;1110,0;349,0;26512,0;5399,0;8384,0;2639,0;2258,0;100,0;46438;0;30,42;7,74;10,84
2019;2;Jujuy;33022;30742;274;812;21857;27,0;940,0;26233,0;8441,0;26700,0;27,0;2600,0;21765,0;86706;1;44,51;11,38;12,07
2019;2;Jujuy;33022;30742;274;812;21857;27,0;940,0;26233,0;8441,0;26700,0;27,0;2600,0;21765,0;86706;1;44,51;11,38;12,07
2019;2;La Pampa;19471;52101;4840;10789;3004;236,0;3289,0;75406,0;5191,0;1366,0;1445,0;629,0;2661,0;89937;268;77,08;25,4;5,49
2019;2;La Pampa;19471;52101;4840;10789;3004;236,0;3289,0;75406,0;5191,0;1366,0;1445,0;629,0;2661,0;89937;268;77,08;25,4;5,49
2019;2;La Rioja;15014;34984;11;251;41;9,0;11,0;39819,0;4297,0;4857,0;13,0;1298,0;0,0;50283;18;48,7;12,97;7,89
2019;2;La Rioja;15014;34984;11;251;41;9,0;11,0;39819,0;4297,0;4857,0;13,0;1298,0;0,0;50283;18;48,7;12,97;7,89
2019;2;Mendoza;148673;54027;6865;12748;1544;20,0;2522,0;205165,0;2971,0;10092,0;1256,0;234,0;0,0;222535;1322;40,75;11,37;6,03
2019;2;Mendoza;148673;54027;6865;12748;1544;20,0;2522,0;205165,0;2971,0;10092,0;1256,0;234,0;0,0;222535;1322;40,75;11,37;6,03
2019;2;Misiones;55373;64272;543;421;12269;47,0;2226,0;45769,0;27385,0;15408,0;18882,0;8129,0;12206,0;132878;0;39,15;10,66;14,5
2019;2;Misiones;55373;64272;543;421;12269;47,0;2226,0;45769,0;27385,0;15408,0;18882,0;8129,0;12206,0;132878;0;39,15;10,66;14,5
2019;2;Neuquén;43420;59021;4983;12792;2737;302,0;3038,0;61776,0;4688,0;17318,0;21210,0;14132,0;422,0;120954;1999;63,08;18,78;17,24
2019;2;Neuquén;43420;59021;4983;12792;2737;302,0;3038,0;61776,0;4688,0;17318,0;21210,0;14132,0;422,0;120954;1999;63,08;18,78;17,24
2019;2;Río Negro;67841;36527;4037;10485;19657;384,0;1354,0;86366,0;2201,0;10291,0;12407,0;6907,0;18519,0;137632;915;61,09;18,79;11,63
2019;2;Río Negro;67841;36527;4037;10485;19657;384,0;1354,0;86366,0;2201,0;10291,0;12407,0;6907,0;18519,0;137632;915;61,09;18,79;11,63
2019;2;Salta;68827;62343;725;1210;9463;49,0;974,0;59638,0;36923,0;16961,0;14059,0;6461,0;7585,0;142567;1;41,89;10,15;12,55
2019;2;Salta;68827;62343;725;1210;9463;49,0;974,0;59638,0;36923,0;16961,0;14059,0;6461,0;7585,0;142567;1;41,89;10,15;12,55
2019;2;San Juan;51680;7425;1174;2870;6876;22,0;213,0;60913,0;2177,0;785,0;7,0;4,0;6119,0;69461;564;35,6;9,07;6,12
2019;2;San Juan;51680;7425;1174;2870;6876;22,0;213,0;60913,0;2177,0;785,0;7,0;4,0;6119,0;69461;564;35,6;9,07;6,12
2019;2;San Luis;11130;10298;347;57242;38368;57,0;102,0;16575,0;4964,0;467,0;57236,0;5,0;37977,0;117094;291;81,79;23,41;19,88
2019;2;San Luis;11130;10298;347;57242;38368;57,0;102,0;16575,0;4964,0;467,0;57236,0;5,0;37977,0;117094;291;81,79;23,41;19,88
2019;2;Santa Cruz;10665;10257;379;6514;2735;25,0;84,0;24861,0;3806,0;1202,0;28,0;4,0;0,0;30225;325;28,85;8,58;6,01
2019;2;Santa Cruz;10665;10257;379;6514;2735;25,0;84,0;24861,0;3806,0;1202,0;28,0;4,0;0,0;30225;325;28,85;8,58;6,01
2019;2;Santa Fe;325420;355140;18236;21980;22708;321,0;8427,0;300124,0;125176,0;129741,0;100131,0;49865,0;22323,0;743258;226;67,42;21,2;15,07
2019;2;Santa Fe;325420;355140;18236;21980;22708;321,0;8427,0;300124,0;125176,0;129741,0;100131,0;49865,0;22323,0;743258;226;67,42;21,2;15,07
2019;2;Santiago Del Estero;24393;64783;219;2759;34600;39,0;1832,0;63268,0;21362,0;3741,0;108,0;1205,0;34501,0;126752;2;52,79;13,1;7,1
2019;2;Santiago Del Estero;24393;64783;219;2759;34600;39,0;1832,0;63268,0;21362,0;3741,0;108,0;1205,0;34501,0;126752;2;52,79;13,1;7,1
2019;2;Tierra Del Fuego;19790;25527;651;0;1486;6,0;123,0;41824,0;4241,0;1573,0;96,0;32,0;0,0;46910;544;94,8;28,11;6,34
2019;2;Tierra Del Fuego;19790;25527;651;0;1486;6,0;123,0;41824,0;4241,0;1573,0;96,0;32,0;0,0;46910;544;94,8;28,11;6,34
2019;2;Tucumán;153121;12089;116;684;321;16,0;157,0;78891,0;44296,0;24291,0;628,0;18394,0;0,0;166299;32;40,14;9,94;18,53
2019;2;Tucumán;153121;12089;116;684;321;16,0;157,0;78891,0;44296,0;24291,0;628,0;18394,0;0,0;166299;32;40,14;9,94;18,53
2019;1;Buenos Aires;1304507;2020730;336362;64867;20201;162513,0;72296,0;1429964,0;202511,0;576428,0;576859,0;705769,0;6369,0;3736563;10104;66,24;21,64;19,64
2019;1;Buenos Aires;1304507;2020730;336362;64867;20201;162513,0;72296,0;1429964,0;202511,0;576428,0;576859,0;705769,0;6369,0;3736563;10104;66,24;21,64;19,64
2019;1;Capital Federal;328246;1030814;32281;3978;4281;74,0;7417,0;283787,0;131007,0;330122,0;365713,0;283463,0;0,0;1396157;3443;109,2;45,58;24,72
2019;1;Capital Federal;328246;1030814;32281;3978;4281;74,0;7417,0;283787,0;131007,0;330122,0;365713,0;283463,0;0,0;1396157;3443;109,2;45,58;24,72
2019;1;Catamarca;26912;4443;16;0;2251;34,0;1708,0;18761,0;6443,0;5606,0;29,0;7,0;2151,0;33613;9;32,19;8,19;7,96
2019;1;Catamarca;26912;4443;16;0;2251;34,0;1708,0;18761,0;6443,0;5606,0;29,0;7,0;2151,0;33613;9;32,19;8,19;7,96
2019;1;Chaco;53409;43555;1951;3628;1134;69,0;3801,0;38719,0;25632,0;18965,0;12393,0;6368,0;1035,0;103664;13;32,64;8,72;13,44
2019;1;Chaco;53409;43555;1951;3628;1134;69,0;3801,0;38719,0;25632,0;18965,0;12393,0;6368,0;1035,0;103664;13;32,64;8,72;13,44
2019;1;Chubut;37302;23065;1923;14443;3045;66,0;3938,0;71077,0;6571,0;787,0;74,0;165,0;0,0;78260;1518;43,0;13,18;5,89
2019;1;Chubut;37302;23065;1923;14443;3045;66,0;3938,0;71077,0;6571,0;787,0;74,0;165,0;0,0;78260;1518;43,0;13,18;5,89
2019;1;Córdoba;323272;363959;19902;24615;12367;81,0;20403,0;242769,0;96997,0;200681,0;127965,0;50716,0;6806,0;744010;105;65,52;20,06;15,73
2019;1;Córdoba;323272;363959;19902;24615;12367;81,0;20403,0;242769,0;96997,0;200681,0;127965,0;50716,0;6806,0;744010;105;65,52;20,06;15,73
2019;1;Corrientes;55842;43444;1615;1528;58;10,0;6470,0;38402,0;26562,0;15498,0;9688,0;5029,0;0,0;102477;10;35,13;9,25;12,05
2019;1;Corrientes;55842;43444;1615;1528;58;10,0;6470,0;38402,0;26562,0;15498,0;9688,0;5029,0;0,0;102477;10;35,13;9,25;12,05
2019;1;Entre Ríos;100999;90253;12723;16231;12241;18,0;9217,0;107013,0;50068,0;28957,0;18146,0;7619,0;12142,0;232403;44;56,79;16,98;10,66
2019;1;Entre Ríos;100999;90253;12723;16231;12241;18,0;9217,0;107013,0;50068,0;28957,0;18146,0;7619,0;12142,0;232403;44;56,79;16,98;10,66
2019;1;Formosa;22570;7878;940;13761;62;1110,0;3023,0;23085,0;5301,0;9027,0;2099,0;1654,0;0,0;45211;0;29,68;7,55;9,83
2019;1;Formosa;22570;7878;940;13761;62;1110,0;3023,0;23085,0;5301,0;9027,0;2099,0;1654,0;0,0;45211;0;29,68;7,55;9,83
2019;1;Jujuy;33248;12484;153;640;43622;27,0;2817,0;30727,0;7811,0;4021,0;30,0;1141,0;37162,0;90146;1;46,41;11,87;8,56
2019;1;Jujuy;33248;12484;153;640;43622;27,0;2817,0;30727,0;7811,0;4021,0;30,0;1141,0;37162,0;90146;1;46,41;11,87;8,56
2019;1;La Pampa;18832;57373;2891;9023;1041;236,0;8327,0;70538,0;4466,0;1061,0;1354,0;405,0;698,0;88892;268;76,35;25,16;5,06
2019;1;La Pampa;18832;57373;2891;9023;1041;236,0;8327,0;70538,0;4466,0;1061,0;1354,0;405,0;698,0;88892;268;76,35;25,16;5,06
2019;1;La Rioja;16367;34984;12;252;41;9,0;1169,0;40285,0;4088,0;5216,0;17,0;869,0;0,0;51638;18;50,18;13,36;7,09
2019;1;La Rioja;16367;34984;12;252;41;9,0;1169,0;40285,0;4088,0;5216,0;17,0;869,0;0,0;51638;18;50,18;13,36;7,09
2019;1;Mendoza;148524;40205;5662;10363;1544;20,0;1786,0;205383,0;2837,0;5702,0;111,0;140,0;0,0;204976;1322;37,66;10,51;5,74
2019;1;Mendoza;148524;40205;5662;10363;1544;20,0;1786,0;205383,0;2837,0;5702,0;111,0;140,0;0,0;204976;1322;37,66;10,51;5,74
2019;1;Misiones;54898;59214;465;426;7717;47,0;5946,0;45266,0;25890,0;19111,0;16552,0;5167,0;7654,0;122720;0;36,26;9,88;12,51
2019;1;Misiones;54898;59214;465;426;7717;47,0;5946,0;45266,0;25890,0;19111,0;16552,0;5167,0;7654,0;122720;0;36,26;9,88;12,51
2019;1;Neuquén;40747;55634;3114;12510;2372;1328,0;3055,0;52360,0;1781,0;21452,0;17135,0;11026,0;6105,0;112321;2056;58,88;17,53;15,88
2019;1;Neuquén;40747;55634;3114;12510;2372;1328,0;3055,0;52360,0;1781,0;21452,0;17135,0;11026,0;6105,0;112321;2056;58,88;17,53;15,88
2019;1;Río Negro;68377;34124;3994;9736;4857;384,0;1583,0;84845,0;2037,0;13615,0;9567,0;5076,0;3719,0;120173;915;53,57;16,48;10,49
2019;1;Río Negro;68377;34124;3994;9736;4857;384,0;1583,0;84845,0;2037,0;13615,0;9567,0;5076,0;3719,0;120173;915;53,57;16,48;10,49
2019;1;Salta;74426;57933;647;1135;1879;49,0;4232,0;59244,0;36473,0;22910,0;10861,0;2242,0;1,0;136019;1;40,1;9,71;10,38
2019;1;Salta;74426;57933;647;1135;1879;49,0;4232,0;59244,0;36473,0;22910,0;10861,0;2242,0;1,0;136019;1;40,1;9,71;10,38
2019;1;San Juan;51660;5838;808;2932;1207;22,0;229,0;62380,0;266,0;520,0;3,0;2,0;560,0;61881;564;31,83;8,11;5,84
2019;1;San Juan;51660;5838;808;2932;1207;22,0;229,0;62380,0;266,0;520,0;3,0;2,0;560,0;61881;564;31,83;8,11;5,84
2019;1;San Luis;11108;7784;378;53097;23968;57,0;120,0;21380,0;53214,0;345,0;6,0;2,0;23577,0;96044;291;67,34;19,27;8,71
2019;1;San Luis;11108;7784;378;53097;23968;57,0;120,0;21380,0;53214,0;345,0;6,0;2,0;23577,0;96044;291;67,34;19,27;8,71
2019;1;Santa Cruz;10659;4615;382;6514;2735;25,0;128,0;21990,0;2731,0;702,0;26,0;4,0;0,0;24580;325;23,67;7,04;5,78
2019;1;Santa Cruz;10659;4615;382;6514;2735;25,0;128,0;21990,0;2731,0;702,0;26,0;4,0;0,0;24580;325;23,67;7,04;5,78
2019;1;Santa Fe;340038;340344;15621;23215;17860;333,0;29350,0;296798,0;122959,0;153212,0;74575,0;36502,0;18591,0;736851;227;66,97;21,06;12,99
2019;1;Santa Fe;340038;340344;15621;23215;17860;333,0;29350,0;296798,0;122959,0;153212,0;74575,0;36502,0;18591,0;736851;227;66,97;21,06;12,99
2019;1;Santiago Del Estero;25337;61547;23;2847;99;39,0;3372,0;62895,0;20691,0;3959,0;85,0;494,0;0,0;89851;2;37,52;9,31;6,42
2019;1;Santiago Del Estero;25337;61547;23;2847;99;39,0;3372,0;62895,0;20691,0;3959,0;85,0;494,0;0,0;89851;2;37,52;9,31;6,42
2019;1;Tierra Del Fuego;19789;23549;1623;0;1486;6,0;131,0;38851,0;3623,0;641,0;80,0;29,0;0,0;45903;544;93,38;27,68;6,34
2019;1;Tierra Del Fuego;19789;23549;1623;0;1486;6,0;131,0;38851,0;3623,0;641,0;80,0;29,0;0,0;45903;544;93,38;27,68;6,34
2019;1;Tucumán;159215;11670;118;678;321;16,0;5188,0;82240,0;42877,0;26210,0;847,0;14839,0;0,0;171970;32;41,63;10,31;16,57
2019;1;Tucumán;159215;11670;118;678;321;16,0;5188,0;82240,0;42877,0;26210,0;847,0;14839,0;0,0;171970;32;41,63;10,31;16,57
2018;4;Buenos Aires;1305576;1949637;296102;65477;19814;134673,0;73761,0;1422463,0;194426,0;577679,0;949093,0;265386,0;19125,0;3626502;10104;64,6;21,06;16,93
2018;4;Buenos Aires;1305576;1949637;296102;65477;19814;134673,0;73761,0;1422463,0;194426,0;577679,0;949093,0;265386,0;19125,0;3626502;10104;64,6;21,06;16,93
2018;4;Capital Federal;328253;1019490;33042;3978;4257;74,0;7388,0;283281,0;143309,0;330496,0;437662,0;186810,0;0,0;1385577;3443;108,27;45,25;22,94
2018;4;Capital Federal;328253;1019490;33042;3978;4257;74,0;7388,0;283281,0;143309,0;330496,0;437662,0;186810,0;0,0;1385577;3443;108,27;45,25;22,94
2018;4;Catamarca;26912;4443;16;0;2212;34,0;1669,0;17955,0;6425,0;5461,0;29,0;7,0;2003,0;33574;9;32,23;8,2;8,04
2018;4;Catamarca;26912;4443;16;0;2212;34,0;1669,0;17955,0;6425,0;5461,0;29,0;7,0;2003,0;33574;9;32,23;8,2;8,04
2018;4;Chaco;53409;43555;1940;3236;1130;69,0;3405,0;36437,0;25633,0;18965,0;12393,0;6368,0;0,0;103257;13;32,59;8,71;13,49
2018;4;Chaco;53409;43555;1940;3236;1130;69,0;3405,0;36437,0;25633,0;18965,0;12393,0;6368,0;0,0;103257;13;32,59;8,71;13,49
2018;4;Chubut;37215;23065;952;14443;3047;66,0;3917,0;66061,0;6215,0;531,0;623,0;165,0;1144,0;77204;1518;42,61;13,06;6,09
2018;4;Chubut;37215;23065;952;14443;3047;66,0;3917,0;66061,0;6215,0;531,0;623,0;165,0;1144,0;77204;1518;42,61;13,06;6,09
2018;4;Córdoba;328854;355716;17675;21851;13243;81,0;24102,0;228475,0;97277,0;201639,0;128053,0;48809,0;8903,0;737234;105;65,09;19,93;15,81
2018;4;Córdoba;328854;355716;17675;21851;13243;81,0;24102,0;228475,0;97277,0;201639,0;128053,0;48809,0;8903,0;737234;105;65,09;19,93;15,81
2018;4;Corrientes;55842;42418;796;1515;30;10,0;6438,0;37376,0;26562,0;15498,0;9688,0;5029,0;0,0;100591;10;34,57;9,1;12,14
2018;4;Corrientes;55842;42418;796;1515;30;10,0;6438,0;37376,0;26562,0;15498,0;9688,0;5029,0;0,0;100591;10;34,57;9,1;12,14
2018;4;Entre Ríos;101168;86198;4853;15472;14356;18,0;8769,0;94780,0;50027,0;29002,0;18146,0;7612,0;13693,0;222003;44;54,37;16,26;11,02
2018;4;Entre Ríos;101168;86198;4853;15472;14356;18,0;8769,0;94780,0;50027,0;29002,0;18146,0;7612,0;13693,0;222003;44;54,37;16,26;11,02
2018;4;Formosa;22619;7880;887;13761;57;1110,0;3074,0;22962,0;5285,0;9027,0;2092,0;1654,0;0,0;45204;0;29,74;7,57;9,82
2018;4;Formosa;22619;7880;887;13761;57;1110,0;3074,0;22962,0;5285,0;9027,0;2092,0;1654,0;0,0;45204;0;29,74;7,57;9,82
2018;4;Jujuy;33248;12484;153;640;43608;27,0;2803,0;30727,0;7811,0;4021,0;30,0;1141,0;43573,0;90132;1;46,53;11,9;8,56
2018;4;Jujuy;33248;12484;153;640;43608;27,0;2803,0;30727,0;7811,0;4021,0;30,0;1141,0;43573,0;90132;1;46,53;11,9;8,56
2018;4;La Pampa;18832;55337;2685;7772;1010;241,0;7727,0;70508,0;3661,0;978,0;1328,0;270,0;923,0;85368;268;73,49;24,22;4,32
2018;4;La Pampa;18832;55337;2685;7772;1010;241,0;7727,0;70508,0;3661,0;978,0;1328,0;270,0;923,0;85368;268;73,49;24,22;4,32
2018;4;La Rioja;16367;34984;12;252;36;9,0;1164,0;40285,0;4088,0;5216,0;17,0;869,0;3,0;51633;18;50,35;13,4;7,09
2018;4;La Rioja;16367;34984;12;252;36;9,0;1164,0;40285,0;4088,0;5216,0;17,0;869,0;3,0;51633;18;50,35;13,4;7,09
2018;4;Mendoza;148524;40205;5665;10363;1547;20,0;1463,0;197450,0;2494,0;4726,0;19,0;132,0;0,0;204982;1322;37,76;10,54;5,75
2018;4;Mendoza;148524;40205;5665;10363;1547;20,0;1463,0;197450,0;2494,0;4726,0;19,0;132,0;0,0;204982;1322;37,76;10,54;5,75
2018;4;Misiones;55500;53673;465;426;6209;47,0;5981,0;43267,0;26019,0;19226,0;16566,0;5167,0;0,0;116273;0;34,45;9,38;12,5
2018;4;Misiones;55500;53673;465;426;6209;47,0;5981,0;43267,0;26019,0;19226,0;16566,0;5167,0;0,0;116273;0;34,45;9,38;12,5
2018;4;Neuquén;40747;55634;3115;12425;2444;1328,0;3044,0;52313,0;1781,0;21452,0;17135,0;11025,0;6287,0;112309;2056;59,07;17,58;15,89
2018;4;Neuquén;40747;55634;3115;12425;2444;1328,0;3044,0;52313,0;1781,0;21452,0;17135,0;11025,0;6287,0;112309;2056;59,07;17,58;15,89
2018;4;Río Negro;68377;34292;1299;8037;4832;384,0;1225,0;83412,0;643,0;13440,0;9569,0;5070,0;3094,0;115922;915;51,86;15,95;10,49
2018;4;Río Negro;68377;34292;1299;8037;4832;384,0;1225,0;83412,0;643,0;13440,0;9569,0;5070,0;3094,0;115922;915;51,86;15,95;10,49
2018;4;Salta;74295;57539;638;253;1853;49,0;3659,0;58492,0;36365,0;22910,0;10861,0;2242,0;0,0;134577;1;39,8;9,64;10,46
2018;4;Salta;74295;57539;638;253;1853;49,0;3659,0;58492,0;36365,0;22910,0;10861,0;2242,0;0,0;134577;1;39,8;9,64;10,46
2018;4;San Juan;51660;5838;806;2883;1211;22,0;1465,0;59811,0;180,0;312,0;1,0;1,0;606,0;61834;564;31,9;8,13;5,72
2018;4;San Juan;51660;5838;806;2883;1211;22,0;1465,0;59811,0;180,0;312,0;1,0;1,0;606,0;61834;564;31,9;8,13;5,72
2018;4;San Luis;11108;7784;378;53097;23964;57,0;109,0;19164,0;53183,0;119,0;62,0;2,0;23635,0;96040;291;67,55;19,33;8,82
