Año;Trimestre;Provincia;ADSL;Cablemodem;Fibra Optica;Wireless;Otras Tecnologías;Hasta 512 kbps;+ 512 Kbps - 1 Mbps;+ 1 Mbps - 6 Mbps;+ 6 Mbps - 10 Mbps;+ 10 Mbps - 20 Mbps;+ 20 Mbps - 30 Mbps;+ 30 Mbps;Otras velocidades;Banda Ancha Fija;Dial Up;Accesos cada 100 Hogares;Accesos cada 100 Habitantes;Mbps (Media de bajada)
2022;1;Santa Fe;213486;444609;146552;45261;20571;468,0;12435,0;143796,0;208361,0;84787,0;58018,0;344170,0;18444,0;870364;115;77,3;24,31;38,89
2022;1;Santa Fe;213486;444609;146552;45261;20571;468,0;12435,0;143796,0;208361,0;84787,0;58018,0;344170,0;18444,0;870364;115;77,3;24,31;38,89
2022;1;Santiago Del Estero;18118;87979;1093;6349;2922;178,0;1401,0;30220,0;61170,0;13542,0;849,0;8309,0;792,0;116459;2;47,17;11,71;14,5
2022;1;Santiago Del Estero;18118;87979;1093;6349;2922;178,0;1401,0;30220,0;61170,0;13542,0;849,0;8309,0;792,0;116459;2;47,17;11,71;14,5
2022;1;Tierra Del Fuego;13031;38700;416;124;340;24,0;894,0;12849,0;15640,0;18034,0;1767,0;982,0;2421,0;52298;313;98,29;29,14;10,73
2022;1;Tierra Del Fuego;13031;38700;416;124;340;24,0;894,0;12849,0;15640,0;18034,0;1767,0;982,0;2421,0;52298;313;98,29;29,14;10,73
2022;1;Tucumán;92532;62396;86174;3995;487;39,0;2212,0;36028,0;46961,0;21014,0;5211,0;133846,0;273,0;245554;30;57,39;14,22;47,24
2022;1;Tucumán;92532;62396;86174;3995;487;39,0;2212,0;36028,0;46961,0;21014,0;5211,0;133846,0;273,0;245554;30;57,39;14,22;47,24
2021;4;Buenos Aires;426325;2706506;1176024;126887;73415;37821,0;11026,0;352950,0;331292,0;297296,0;196021,0;3259793,0;22958,0;4502772;6385;75,66;25,36;60,21
2021;4;Buenos Aires;426325;2706506;1176024;126887;73415;37821,0;11026,0;352950,0;331292,0;297296,0;196021,0;3259793,0;22958,0;4502772;6385;75,66;25,36;60,21
2021;4;Capital Federal;111360;1205128;60005;5679;29947;563,0;1695,0;47133,0;81899,0;66135,0;66755,0;1147939,0;0,0;1409935;2184;111,27;45,85;82,95
2021;4;Capital Federal;111360;1205128;60005;5679;29947;563,0;1695,0;47133,0;81899,0;66135,0;66755,0;1147939,0;0,0;1409935;2184;111,27;45,85;82,95
2021;4;Catamarca;16385;13858;25100;1512;2235;71,0;0,0;6038,0;7855,0;9804,0;3262,0;29827,0;2233,0;59089;1;55,25;14,05;46,38
2021;4;Catamarca;16385;13858;25100;1512;2235;71,0;0,0;6038,0;7855,0;9804,0;3262,0;29827,0;2233,0;59089;1;55,25;14,05;46,38
2021;4;Chaco;35548;63145;34688;8005;2359;461,0;112,0;18845,0;22678,0;21937,0;13692,0;58435,0;7585,0;143740;5;44,05;11,77;42,34
2021;4;Chaco;35548;63145;34688;8005;2359;461,0;112,0;18845,0;22678,0;21937,0;13692,0;58435,0;7585,0;143740;5;44,05;11,77;42,34
2021;4;Chubut;46361;57412;9655;28041;18839;126,0;1294,0;63698,0;39568,0;31175,0;5780,0;2904,0;15763,0;159364;944;82,57;25,31;9,08
2021;4;Chubut;46361;57412;9655;28041;18839;126,0;1294,0;63698,0;39568,0;31175,0;5780,0;2904,0;15763,0;159364;944;82,57;25,31;9,08
2021;4;Córdoba;212011;487489;217214;61277;8779;100,0;2479,0;184548,0;130892,0;76246,0;41198,0;538700,0;12607,0;986693;77;84,51;25,87;46,36
2021;4;Córdoba;212011;487489;217214;61277;8779;100,0;2479,0;184548,0;130892,0;76246,0;41198,0;538700,0;12607,0;986693;77;84,51;25,87;46,36
2021;4;Corrientes;42523;71183;10138;6778;5290;67,0;645,0;28830,0;26368,0;22922,0;10087,0;39911,0;7082,0;135908;4;45,51;11,98;35,77
2021;4;Corrientes;42523;71183;10138;6778;5290;67,0;645,0;28830,0;26368,0;22922,0;10087,0;39911,0;7082,0;135908;4;45,51;11,98;35,77
2021;4;Entre Ríos;70459;133387;23452;25022;12726;107,0;3024,0;56043,0;49636,0;38295,0;24068,0;77290,0;16583,0;265024;22;63,16;18,88;33,32
2021;4;Entre Ríos;70459;133387;23452;25022;12726;107,0;3024,0;56043,0;49636,0;38295,0;24068,0;77290,0;16583,0;265024;22;63,16;18,88;33,32
2021;4;Formosa;17211;15111;5151;16018;172;84,0;0,0;22908,0;6983,0;6811,0;1135,0;13775,0;1967,0;53663;0;34,45;8,77;28,76
2021;4;Formosa;17211;15111;5151;16018;172;84,0;0,0;22908,0;6983,0;6811,0;1135,0;13775,0;1967,0;53663;0;34,45;8,77;28,76
2021;4;Jujuy;22330;60511;24156;2927;3991;58,0;175,0;22446,0;16793,0;38134,0;564,0;33421,0;2324,0;113915;0;56,92;14,56;27,14
2021;4;Jujuy;22330;60511;24156;2927;3991;58,0;175,0;22446,0;16793,0;38134,0;564,0;33421,0;2324,0;113915;0;56,92;14,56;27,14
2021;4;La Pampa;8175;58000;20192;19286;1354;301,0;493,0;64840,0;9082,0;12259,0;4821,0;12184,0;3027,0;106834;173;89,57;29,51;13,85
2021;4;La Pampa;8175;58000;20192;19286;1354;301,0;493,0;64840,0;9082,0;12259,0;4821,0;12184,0;3027,0;106834;173;89,57;29,51;13,85
2021;4;La Rioja;10387;56651;9446;6613;31;18,0;1,0;5018,0;5437,0;23559,0;5671,0;43424,0;0,0;83124;4;77,92;20,74;39,7
2021;4;La Rioja;10387;56651;9446;6613;31;18,0;1,0;5018,0;5437,0;23559,0;5671,0;43424,0;0,0;83124;4;77,92;20,74;39,7
2021;4;Mendoza;59842;71553;109667;24666;1859;156,0;1463,0;66428,0;30308,0;75214,0;18621,0;75031,0;366,0;266783;804;47,51;13,26;22,23
2021;4;Mendoza;59842;71553;109667;24666;1859;156,0;1463,0;66428,0;30308,0;75214,0;18621,0;75031,0;366,0;266783;804;47,51;13,26;22,23
2021;4;Misiones;41778;92068;22035;7649;7602;51,0;5,0;41916,0;23554,0;26721,0;15954,0;54596,0;8335,0;171132;0;49,06;13,36;38,9
2021;4;Misiones;41778;92068;22035;7649;7602;51,0;5,0;41916,0;23554,0;26721,0;15954,0;54596,0;8335,0;171132;0;49,06;13,36;38,9
2021;4;Neuquén;29175;72761;23253;21531;746;140,0;940,0;42313,0;13264,0;10515,0;3310,0;69217,0;7767,0;146989;477;73,3;21,82;40,09
2021;4;Neuquén;29175;72761;23253;21531;746;140,0;940,0;42313,0;13264,0;10515,0;3310,0;69217,0;7767,0;146989;477;73,3;21,82;40,09
2021;4;Río Negro;42037;44495;32212;16558;18451;156,0;1174,0;38373,0;19878,0;31255,0;4130,0;36142,0;22645,0;153189;564;65,69;20,21;27,2
2021;4;Río Negro;42037;44495;32212;16558;18451;156,0;1174,0;38373,0;19878,0;31255,0;4130,0;36142,0;22645,0;153189;564;65,69;20,21;27,2
2021;4;Salta;46972;99808;39555;5882;7188;114,0;20,0;40673,0;69324,0;6642,0;3535,0;72622,0;6475,0;199399;6;56,81;13,76;33,94
2021;4;Salta;46972;99808;39555;5882;7188;114,0;20,0;40673,0;69324,0;6642,0;3535,0;72622,0;6475,0;199399;6;56,81;13,76;33,94
2021;4;San Juan;35868;13102;11072;11423;8493;44,0;1442,0;28906,0;10955,0;23978,0;398,0;9800,0;4435,0;79667;291;39,59;10,08;11,05
2021;4;San Juan;35868;13102;11072;11423;8493;44,0;1442,0;28906,0;10955,0;23978,0;398,0;9800,0;4435,0;79667;291;39,59;10,08;11,05
2021;4;San Luis;8472;11064;30;70560;28723;62,0;264,0;8550,0;4276,0;9107,0;67363,0;9,0;29218,0;118662;187;80,3;22,98;20,91
2021;4;San Luis;8472;11064;30;70560;28723;62,0;264,0;8550,0;4276,0;9107,0;67363,0;9,0;29218,0;118662;187;80,3;22,98;20,91
2021;4;Santa Cruz;10790;22902;10031;4346;417;52,0;297,0;20305,0;11641,0;13054,0;1770,0;876,0;491,0;48276;210;43,05;12,81;8,99
2021;4;Santa Cruz;10790;22902;10031;4346;417;52,0;297,0;20305,0;11641,0;13054,0;1770,0;876,0;491,0;48276;210;43,05;12,81;8,99
2021;4;Santa Fe;233427;444373;128856;43556;16229;467,0;581,0;169706,0;206856,0;85690,0;62349,0;322015,0;18777,0;866265;176;77,09;24,24;36,02
2021;4;Santa Fe;233427;444373;128856;43556;16229;467,0;581,0;169706,0;206856,0;85690,0;62349,0;322015,0;18777,0;866265;176;77,09;24,24;36,02
2021;4;Santiago Del Estero;19032;86563;1088;6256;2922;178,0;909,0;31915,0;61524,0;12205,0;800,0;7537,0;793,0;115859;2;47,05;11,68;13,84
2021;4;Santiago Del Estero;19032;86563;1088;6256;2922;178,0;909,0;31915,0;61524,0;12205,0;800,0;7537,0;793,0;115859;2;47,05;11,68;13,84
2021;4;Tierra Del Fuego;13317;38148;426;124;342;26,0;385,0;13505,0;16534,0;16562,0;1748,0;1017,0;2580,0;52042;315;98,4;29,17;10,7
2021;4;Tierra Del Fuego;13317;38148;426;124;342;26,0;385,0;13505,0;16534,0;16562,0;1748,0;1017,0;2580,0;52042;315;98,4;29,17;10,7
2021;4;Tucumán;97830;59022;78790;2511;486;39,0;97,0;37321,0;48736,0;21023,0;5326,0;125857,0;240,0;238609;30;55,93;13,85;45,15
2021;4;Tucumán;97830;59022;78790;2511;486;39,0;97,0;37321,0;48736,0;21023,0;5326,0;125857,0;240,0;238609;30;55,93;13,85;45,15
2021;3;Buenos Aires;585729;2595485;885613;120228;64554;37193,0;31149,0;1108940,0;248153,0;141383,0;192797,0;2482266,0;9728,0;4246425;5184;71,68;23,97;56,26
2021;3;Buenos Aires;585729;2595485;885613;120228;64554;37193,0;31149,0;1108940,0;248153,0;141383,0;192797,0;2482266,0;9728,0;4246425;5184;71,68;23,97;56,26
2021;3;Capital Federal;142902;1192107;42966;6059;29371;295,0;603,0;156978,0;67013,0;39785,0;73502,0;1075229,0;0,0;1411797;1608;111,27;45,9;77,71
2021;3;Capital Federal;142902;1192107;42966;6059;29371;295,0;603,0;156978,0;67013,0;39785,0;73502,0;1075229,0;0,0;1411797;1608;111,27;45,9;77,71
2021;3;Catamarca;18413;11709;22331;1568;2233;71,0;0,0;6755,0;8428,0;10517,0;1659,0;26618,0;2206,0;56253;1;52,71;13,41;43,43
2021;3;Catamarca;18413;11709;22331;1568;2233;71,0;0,0;6755,0;8428,0;10517,0;1659,0;26618,0;2206,0;56253;1;52,71;13,41;43,43
2021;3;Chaco;38258;63659;27583;8018;2353;301,0;112,0;22545,0;20986,0;23852,0;14412,0;49705,0;7958,0;139868;3;42,96;11,48;39,11
2021;3;Chaco;38258;63659;27583;8018;2353;301,0;112,0;22545,0;20986,0;23852,0;14412,0;49705,0;7958,0;139868;3;42,96;11,48;39,11
2021;3;Chubut;49269;55794;8946;23376;18681;104,0;105,0;89168,0;26281,0;18538,0;5320,0;1643,0;14907,0;155266;800;80,71;24,74;8,18
2021;3;Chubut;49269;55794;8946;23376;18681;104,0;105,0;89168,0;26281,0;18538,0;5320,0;1643,0;14907,0;155266;800;80,71;24,74;8,18
2021;3;Córdoba;229275;477223;167495;57617;15178;99,0;2452,0;204989,0;141285,0;65050,0;47198,0;476459,0;9256,0;946726;62;81,28;24,89;41,93
2021;3;Córdoba;229275;477223;167495;57617;15178;99,0;2452,0;204989,0;141285,0;65050,0;47198,0;476459,0;9256,0;946726;62;81,28;24,89;41,93
2021;3;Corrientes;44805;69403;7542;6766;5303;67,0;645,0;29629,0;28478,0;24792,0;9687,0;35468,0;5053,0;133816;3;44,9;11,82;32,17
2021;3;Corrientes;44805;69403;7542;6766;5303;67,0;645,0;29629,0;28478,0;24792,0;9687,0;35468,0;5053,0;133816;3;44,9;11,82;32,17
2021;3;Entre Ríos;74443;128752;20485;23500;13195;107,0;3024,0;61354,0;59776,0;39114,0;16284,0;67961,0;12755,0;260360;15;62,18;18,59;29,6
2021;3;Entre Ríos;74443;128752;20485;23500;13195;107,0;3024,0;61354,0;59776,0;39114,0;16284,0;67961,0;12755,0;260360;15;62,18;18,59;29,6
2021;3;Formosa;18093;14111;4730;15690;171;381,0;0,0;22778,0;7142,0;6978,0;1192,0;12707,0;1617,0;52795;0;33,96;8,64;26,69
2021;3;Formosa;18093;14111;4730;15690;171;381,0;0,0;22778,0;7142,0;6978,0;1192,0;12707,0;1617,0;52795;0;33,96;8,64;26,69
2021;3;Jujuy;23554;60758;19926;2952;3968;48,0;175,0;23884,0;16417,0;37755,0;561,0;29917,0;2401,0;111158;0;55,69;14,24;25,98
2021;3;Jujuy;23554;60758;19926;2952;3968;48,0;175,0;23884,0;16417,0;37755,0;561,0;29917,0;2401,0;111158;0;55,69;14,24;25,98
2021;3;La Pampa;9015;57881;17817;14479;1295;298,0;313,0;65063,0;7395,0;8737,0;4023,0;10506,0;4152,0;100371;116;84,28;27,77;12,99
2021;3;La Pampa;9015;57881;17817;14479;1295;298,0;313,0;65063,0;7395,0;8737,0;4023,0;10506,0;4152,0;100371;116;84,28;27,77;12,99
2021;3;La Rioja;11329;54744;9444;6613;30;18,0;1,0;5366,0;5979,0;23315,0;4868,0;42613,0;0,0;82157;3;77,26;20,57;38,87
2021;3;La Rioja;11329;54744;9444;6613;30;18,0;1,0;5366,0;5979,0;23315,0;4868,0;42613,0;0,0;82157;3;77,26;20,57;38,87
2021;3;Mendoza;91474;71247;70579;21811;828;36,0;31,0;151871,0;12640,0;62628,0;7596,0;21087,0;50,0;255320;619;45,55;12,71;13,37
2021;3;Mendoza;91474;71247;70579;21811;828;36,0;31,0;151871,0;12640,0;62628,0;7596,0;21087,0;50,0;255320;619;45,55;12,71;13,37
2021;3;Misiones;43230;89469;10969;7198;7662;51,0;5,0;41932,0;25099,0;26079,0;14792,0;42291,0;8279,0;158528;0;45,57;12,41;30,88
2021;3;Misiones;43230;89469;10969;7198;7662;51,0;5,0;41932,0;25099,0;26079,0;14792,0;42291,0;8279,0;158528;0;45,57;12,41;30,88
2021;3;Neuquén;29650;73794;16455;19270;640;112,0;327,0;57441,0;8566,0;6234,0;3631,0;57919,0;5579,0;139436;373;69,71;20,75;38,34
2021;3;Neuquén;29650;73794;16455;19270;640;112,0;327,0;57441,0;8566,0;6234,0;3631,0;57919,0;5579,0;139436;373;69,71;20,75;38,34
2021;3;Río Negro;47934;44519;18725;15031;18376;125,0;557,0;68991,0;3730,0;14880,0;2282,0;34011,0;20009,0;144084;501;61,97;19,06;25,4
2021;3;Río Negro;47934;44519;18725;15031;18376;125,0;557,0;68991,0;3730,0;14880,0;2282,0;34011,0;20009,0;144084;501;61,97;19,06;25,4
2021;3;Salta;49212;98318;36126;5724;6453;101,0;20,0;41431,0;70104,0;6962,0;3878,0;67010,0;6327,0;195831;2;55,96;13,55;31,21
2021;3;Salta;49212;98318;36126;5724;6453;101,0;20,0;41431,0;70104,0;6962,0;3878,0;67010,0;6327,0;195831;2;55,96;13,55;31,21
2021;3;San Juan;40072;12922;6670;11372;8447;18,0;333,0;59873,0;752,0;13250,0;338,0;278,0;4641,0;79227;256;39,46;10,05;7,04
2021;3;San Juan;40072;12922;6670;11372;8447;18,0;333,0;59873,0;752,0;13250,0;338,0;278,0;4641,0;79227;256;39,46;10,05;7,04
2021;3;San Luis;8417;11884;27;68856;28680;60,0;0,0;11552,0;2405,0;6491,0;67942,0;22,0;29392,0;117716;148;79,87;22,86;21,7
2021;3;San Luis;8417;11884;27;68856;28680;60,0;0,0;11552,0;2405,0;6491,0;67942,0;22,0;29392,0;117716;148;79,87;22,86;21,7
2021;3;Santa Cruz;12347;22961;6328;4269;3071;50,0;0,0;30561,0;8365,0;6799,0;1788,0;678,0;735,0;48779;197;43,75;13,02;7,69
2021;3;Santa Cruz;12347;22961;6328;4269;3071;50,0;0,0;30561,0;8365,0;6799,0;1788,0;678,0;735,0;48779;197;43,75;13,02;7,69
2021;3;Santa Fe;245929;443156;93412;43447;15640;467,0;579,0;193207,0;201250,0;83941,0;55080,0;290793,0;16267,0;841433;151;75,02;23,59;33,13
2021;3;Santa Fe;245929;443156;93412;43447;15640;467,0;579,0;193207,0;201250,0;83941,0;55080,0;290793,0;16267,0;841433;151;75,02;23,59;33,13
2021;3;Santiago Del Estero;19939;85535;909;6147;2928;123,0;909,0;32752,0;61838,0;11274,0;801,0;6863,0;898,0;115457;1;47,0;11,66;13,35
2021;3;Santiago Del Estero;19939;85535;909;6147;2928;123,0;909,0;32752,0;61838,0;11274,0;801,0;6863,0;898,0;115457;1;47,0;11,66;13,35
2021;3;Tierra Del Fuego;12853;36958;6;16;390;17,0;0,0;23723,0;13397,0;9782,0;1433,0;976,0;895,0;49934;289;94,95;28,15;9,52
2021;3;Tierra Del Fuego;12853;36958;6;16;390;17,0;0,0;23723,0;13397,0;9782,0;1433,0;976,0;895,0;49934;289;94,95;28,15;9,52
2021;3;Tucumán;104489;53868;70964;2408;743;32,0;97,0;39446,0;50293,0;21986,0;5300,0;115154,0;164,0;232447;25;54,64;13,53;42,1
2021;3;Tucumán;104489;53868;70964;2408;743;32,0;97,0;39446,0;50293,0;21986,0;5300,0;115154,0;164,0;232447;25;54,64;13,53;42,1
2021;2;Buenos Aires;603255;2503830;854173;113546;57547;37192,0;31178,0;1096049,0;244001,0;140322,0;236897,0;2337604,0;9108,0;4127167;5184;70,0;23,35;52,76
2021;2;Buenos Aires;603255;2503830;854173;113546;57547;37192,0;31178,0;1096049,0;244001,0;140322,0;236897,0;2337604,0;9108,0;4127167;5184;70,0;23,35;52,76
2021;2;Capital Federal;148989;1175097;41318;5580;29371;294,0;603,0;157558,0;73568,0;43859,0;86655,0;1037752,0;66,0;1398747;1608;110,14;45,49;72,75
2021;2;Capital Federal;148989;1175097;41318;5580;29371;294,0;603,0;157558,0;73568,0;43859,0;86655,0;1037752,0;66,0;1398747;1608;110,14;45,49;72,75
2021;2;Catamarca;20305;9426;22331;1449;2233;71,0;0,0;7219,0;9091,0;6828,0;4941,0;25388,0;2206,0;55743;1;52,34;13,31;42,19
2021;2;Catamarca;20305;9426;22331;1449;2233;71,0;0,0;7219,0;9091,0;6828,0;4941,0;25388,0;2206,0;55743;1;52,34;13,31;42,19
2021;2;Chaco;39826;62948;27584;8018;2353;301,0;112,0;23444,0;21574,0;24032,0;16069,0;47239,0;7958,0;140726;3;43,33;11,58;37,4
2021;2;Chaco;39826;62948;27584;8018;2353;301,0;112,0;23444,0;21574,0;24032,0;16069,0;47239,0;7958,0;140726;3;43,33;11,58;37,4
2021;2;Chubut;49271;41497;6081;23682;18706;104,0;105,0;89639,0;22605,0;16604,0;3896,0;1112,0;5172,0;138412;825;72,29;22,16;7,68
2021;2;Chubut;49271;41497;6081;23682;18706;104,0;105,0;89639,0;22605,0;16604,0;3896,0;1112,0;5172,0;138412;825;72,29;22,16;7,68
2021;2;Córdoba;239780;467782;151855;55944;15519;99,0;2452,0;201757,0;136516,0;66950,0;70824,0;442357,0;9925,0;930818;62;80,12;24,53;39,59
2021;2;Córdoba;239780;467782;151855;55944;15519;99,0;2452,0;201757,0;136516,0;66950,0;70824,0;442357,0;9925,0;930818;62;80,12;24,53;39,59
2021;2;Corrientes;46648;67262;3731;6557;5303;67,0;645,0;29419,0;27037,0;24524,0;10059,0;32697,0;5053,0;129498;3;43,54;11,47;30,37
2021;2;Corrientes;46648;67262;3731;6557;5303;67,0;645,0;29419,0;27037,0;24524,0;10059,0;32697,0;5053,0;129498;3;43,54;11,47;30,37
2021;2;Entre Ríos;77836;124957;17856;23786;13197;107,0;3024,0;63518,0;55349,0;39468,0;18484,0;61605,0;16077,0;257617;15;61,66;18,44;27,62
2021;2;Entre Ríos;77836;124957;17856;23786;13197;107,0;3024,0;63518,0;55349,0;39468,0;18484,0;61605,0;16077,0;257617;15;61,66;18,44;27,62
2021;2;Formosa;19571;12509;3610;15690;171;381,0;0,0;22364,0;7310,0;7460,0;1341,0;11077,0;1618,0;51551;0;33,23;8,46;23,97
2021;2;Formosa;19571;12509;3610;15690;171;381,0;0,0;22364,0;7310,0;7460,0;1341,0;11077,0;1618,0;51551;0;33,23;8,46;23,97
2021;2;Jujuy;24738;60800;19611;2731;3968;48,0;175,0;24182,0;16577,0;37908,0;607,0;29950,0;2401,0;111848;0;56,18;14,37;25,81
2021;2;Jujuy;24738;60800;19611;2731;3968;48,0;175,0;24182,0;16577,0;37908,0;607,0;29950,0;2401,0;111848;0;56,18;14,37;25,81
2021;2;La Pampa;9017;57014;17132;13209;1295;298,0;554,0;64146,0;7769,0;8128,0;3399,0;9311,0;4062,0;97551;116;82,08;27,04;12,28
2021;2;La Pampa;9017;57014;17132;13209;1295;298,0;554,0;64146,0;7769,0;8128,0;3399,0;9311,0;4062,0;97551;116;82,08;27,04;12,28
2021;2;La Rioja;11627;54255;9445;6245;30;18,0;1,0;5312,0;5971,0;23298,0;4825,0;42158,0;19,0;81599;3;76,98;20,49;38,53
2021;2;La Rioja;11627;54255;9445;6245;30;18,0;1,0;5312,0;5971,0;23298,0;4825,0;42158,0;19,0;81599;3;76,98;20,49;38,53
2021;2;Mendoza;91503;70834;44696;21811;827;36,0;31,0;137462,0;10886,0;56117,0;4403,0;20686,0;50,0;229052;619;40,97;11,43;13,47
2021;2;Mendoza;91503;70834;44696;21811;827;36,0;31,0;137462,0;10886,0;56117,0;4403,0;20686,0;50,0;229052;619;40,97;11,43;13,47
2021;2;Misiones;44960;87861;10376;5317;7662;51,0;5,0;41643,0;25907,0;25811,0;16172,0;38308,0;8279,0;156176;0;45,01;12,26;28,68
2021;2;Misiones;44960;87861;10376;5317;7662;51,0;5,0;41643,0;25907,0;25811,0;16172,0;38308,0;8279,0;156176;0;45,01;12,26;28,68
2021;2;Neuquén;30083;72690;15619;19218;640;112,0;327,0;57713,0;8631,0;5871,0;5943,0;54008,0;5645,0;137877;373;69,14;20,58;36,11
2021;2;Neuquén;30083;72690;15619;19218;640;112,0;327,0;57713,0;8631,0;5871,0;5943,0;54008,0;5645,0;137877;373;69,14;20,58;36,11
2021;2;Río Negro;48189;43761;18727;15031;18376;125,0;557,0;69356,0;3663,0;15019,0;3867,0;31488,0;20009,0;143583;501;61,94;19,05;23,75
2021;2;Río Negro;48189;43761;18727;15031;18376;125,0;557,0;69356,0;3663,0;15019,0;3867,0;31488,0;20009,0;143583;501;61,94;19,05;23,75
2021;2;Salta;51396;96016;32050;5724;6453;101,0;20,0;42543,0;67012,0;7099,0;9654,0;58882,0;6328,0;191637;2;54,93;13,3;29,24
2021;2;Salta;51396;96016;32050;5724;6453;101,0;20,0;42543,0;67012,0;7099,0;9654,0;58882,0;6328,0;191637;2;54,93;13,3;29,24
2021;2;San Juan;40072;12369;6673;11372;8447;18,0;333,0;59989,0;784,0;12550,0;340,0;278,0;4641,0;78677;256;39,28;10,01;6,99
2021;2;San Juan;40072;12369;6673;11372;8447;18,0;333,0;59989,0;784,0;12550,0;340,0;278,0;4641,0;78677;256;39,28;10,01;6,99
2021;2;San Luis;8417;11308;28;66860;36205;60,0;0,0;11752,0;2703,0;5418,0;65946,0;22,0;36917,0;122670;148;83,48;23,89;21,66
2021;2;San Luis;8417;11308;28;66860;36205;60,0;0,0;11752,0;2703,0;5418,0;65946,0;22,0;36917,0;122670;148;83,48;23,89;21,66
2021;2;Santa Cruz;12347;22967;6328;4269;3071;50,0;0,0;30595,0;8463,0;6888,0;1575,0;676,0;735,0;48785;197;44,01;13,1;7,63
2021;2;Santa Cruz;12347;22967;6328;4269;3071;50,0;0,0;30595,0;8463,0;6888,0;1575,0;676,0;735,0;48785;197;44,01;13,1;7,63
2021;2;Santa Fe;256741;431915;90424;43997;17523;467,0;896,0;202018,0;204077,0;80452,0;75195,0;262124,0;15371,0;840449;151;75,07;23,6;30,7
2021;2;Santa Fe;256741;431915;90424;43997;17523;467,0;896,0;202018,0;204077,0;80452,0;75195,0;262124,0;15371,0;840449;151;75,07;23,6;30,7
2021;2;Santiago Del Estero;20734;83770;909;5081;3596;123,0;909,0;32034,0;62224,0;10359,0;811,0;6064,0;1566,0;114089;1;46,56;11,55;12,72
2021;2;Santiago Del Estero;20734;83770;909;5081;3596;123,0;909,0;32034,0;62224,0;10359,0;811,0;6064,0;1566,0;114089;1;46,56;11,55;12,72
2021;2;Tierra Del Fuego;12853;22504;6;14;316;17,0;0,0;21335,0;6913,0;4580,0;476,0;889,0;1483,0;35404;289;67,89;20,13;8,59
2021;2;Tierra Del Fuego;12853;22504;6;14;316;17,0;0,0;21335,0;6913,0;4580,0;476,0;889,0;1483,0;35404;289;67,89;20,13;8,59
2021;2;Tucumán;110429;48359;71683;1837;743;32,0;97,0;40224,0;51648,0;23732,0;5022,0;109616,0;2680,0;233026;25;54,93;13,61;40,31
2021;2;Tucumán;110429;48359;71683;1837;743;32,0;97,0;40224,0;51648,0;23732,0;5022,0;109616,0;2680,0;233026;25;54,93;13,61;40,31
2021;1;Buenos Aires;629679;2452056;821597;98806;57864;36939,0;31187,0;1108368,0;240520,0;163747,0;222061,0;2246313,0;10867,0;4054936;5066;69,11;23,0;50,79
2021;1;Buenos Aires;629679;2452056;821597;98806;57864;36939,0;31187,0;1108368,0;240520,0;163747,0;222061,0;2246313,0;10867,0;4054936;5066;69,11;23,0;50,79
2021;1;Capital Federal;159805;1145093;39980;5559;29236;135,0;244,0;159662,0;76753,0;56457,0;83255,0;1003041,0;126,0;1378283;1390;108,42;44,83;68,29
2021;1;Capital Federal;159805;1145093;39980;5559;29236;135,0;244,0;159662,0;76753,0;56457,0;83255,0;1003041,0;126,0;1378283;1390;108,42;44,83;68,29
2021;1;Catamarca;26316;4409;18688;322;2233;71,0;0,0;7423,0;8455,0;10115,0;712,0;22996,0;2196,0;51967;1;48,9;12,44;39,97
2021;1;Catamarca;26316;4409;18688;322;2233;71,0;0,0;7423,0;8455,0;10115,0;712,0;22996,0;2196,0;51967;1;48,9;12,44;39,97
2021;1;Chaco;43214;61251;25426;8004;1875;301,0;112,0;24357,0;22102,0;27556,0;14496,0;42462,0;8384,0;139767;3;43,14;11,53;33,63
2021;1;Chaco;43214;61251;25426;8004;1875;301,0;112,0;24357,0;22102,0;27556,0;14496,0;42462,0;8384,0;139767;3;43,14;11,53;33,63
2021;1;Chubut;45501;40960;3444;23723;18712;106,0;109,0;86986,0;21401,0;15392,0;2844,0;1112,0;4390,0;131515;825;68,99;21,15;7,53
2021;1;Chubut;45501;40960;3444;23723;18712;106,0;109,0;86986,0;21401,0;15392,0;2844,0;1112,0;4390,0;131515;825;68,99;21,15;7,53
2021;1;Córdoba;260350;444695;134634;54137;17065;93,0;2386,0;211799,0;135092,0;74659,0;71984,0;402191,0;12677,0;910826;55;78,59;24,06;36,17
2021;1;Córdoba;260350;444695;134634;54137;17065;93,0;2386,0;211799,0;135092,0;74659,0;71984,0;402191,0;12677,0;910826;55;78,59;24,06;36,17
2021;1;Corrientes;49160;62876;3337;5949;5303;67,0;527,0;31544,0;26223,0;26169,0;9001,0;27641,0;5453,0;126622;3;42,66;11,23;25,99
2021;1;Corrientes;49160;62876;3337;5949;5303;67,0;527,0;31544,0;26223,0;26169,0;9001,0;27641,0;5453,0;126622;3;42,66;11,23;25,99
2021;1;Entre Ríos;83688;118424;16846;20836;12169;105,0;2911,0;67255,0;56060,0;42432,0;15774,0;54600,0;12826,0;251950;13;60,44;18,07;23,87
2021;1;Entre Ríos;83688;118424;16846;20836;12169;105,0;2911,0;67255,0;56060,0;42432,0;15774,0;54600,0;12826,0;251950;13;60,44;18,07;23,87
2021;1;Formosa;20663;11412;2562;15669;380;56,0;0,0;22409,0;7569,0;7916,0;1215,0;9579,0;1942,0;50686;0;32,73;8,33;20,98
